"Timepoint","c_Viruses","Replicate","Station_Number","Sample_Type","Location","Depth"
1,3.22623806176208,4,63,"VPC",1,1
1,3.90116545551824,5,63,"VPC",1,1
1,3.38497974820598,6,63,"VPC",1,1
2,2.38858284687658,1,63,"VP",1,1
2,3.90030860265726,2,63,"VP",1,1
2,2.37916362612598,3,63,"VP",1,1
2,2.64552481584931,4,63,"VPC",1,1
2,2.38903840076303,5,63,"VPC",1,1
2,3.63564429825432,6,63,"VPC",1,1
3,3.14334776867058,1,63,"VP",1,1
3,2.95525204499024,2,63,"VP",1,1
3,3.6525405369184,3,63,"VP",1,1
3,2.70495491265937,4,63,"VPC",1,1
3,4.0907923839459,5,63,"VPC",1,1
3,3.41197864401544,6,63,"VPC",1,1
4,2.91595409714294,1,63,"VP",1,1
4,3.02373725660703,2,63,"VP",1,1
4,4.51664730088781,3,63,"VP",1,1
4,3.17510051485684,4,63,"VPC",1,1
4,4.57057669869296,5,63,"VPC",1,1
4,3.23595106057982,6,63,"VPC",1,1
5,2.5753825541624,1,63,"VP",1,1
5,3.53367325935639,2,63,"VP",1,1
5,2.47282874717536,3,63,"VP",1,1
5,5.17988178686684,4,63,"VPC",1,1
5,2.69936171466096,5,63,"VPC",1,1
5,4.57581119496694,6,63,"VPC",1,1
6,2.77499527034771,1,63,"VP",1,1
6,3.39193743117699,2,63,"VP",1,1
6,2.67029699573624,3,63,"VP",1,1
6,4.79782223349088,4,63,"VPC",1,1
6,2.4304817503793,5,63,"VPC",1,1
6,5.46402592604245,6,63,"VPC",1,1
1,3.08254282360123,1,64,"VP",1,1
1,2.17846031272341,2,64,"VP",1,1
1,3.06692855955994,3,64,"VP",1,1
1,2.13479792669484,4,64,"VPC",1,1
1,2.99523800527874,5,64,"VPC",1,1
1,2.14641485155049,6,64,"VPC",1,1
2,4.14806146040147,1,64,"VP",1,1
2,2.96397004328999,2,64,"VP",1,1
2,3.39673305096531,3,64,"VP",1,1
2,2.91937997447962,4,64,"VPC",1,1
2,3.39703901579696,5,64,"VPC",1,1
2,2.95492622425475,6,64,"VPC",1,1
3,3.18031796673615,1,64,"VP",1,1
3,2.34047410903247,2,64,"VP",1,1
3,3.53768882819956,3,64,"VP",1,1
3,2.45370085859861,4,64,"VPC",1,1
3,2.50047174900041,5,64,"VPC",1,1
3,2.23155042794974,6,64,"VPC",1,1
4,3.26354748676061,1,64,"VP",1,1
4,3.46079324717625,2,64,"VP",1,1
4,4.39810950121777,3,64,"VP",1,1
4,4.45757856350531,4,64,"VPC",1,1
4,3.9120722241647,5,64,"VPC",1,1
4,3.66211346857397,6,64,"VPC",1,1
5,2.99715059762566,1,64,"VP",1,1
5,3.42217112946979,2,64,"VP",1,1
5,2.91281677279593,3,64,"VP",1,1
5,3.15327616553452,4,64,"VPC",1,1
5,3.86076408773378,5,64,"VPC",1,1
5,3.06949114640268,6,64,"VPC",1,1
6,2.79026648471235,1,64,"VP",1,1
6,3.49733768690654,2,64,"VP",1,1
6,4.46667676651453,3,64,"VP",1,1
6,4.58419656662965,4,64,"VPC",1,1
6,4.4931695486762,5,64,"VPC",1,1
6,3.35279999738046,6,64,"VPC",1,1
1,2.49674812702146,1,65,"VP",1,1
1,3.33671153102777,2,65,"VP",1,1
1,3.29499981324183,3,65,"VP",1,1
1,2.24701029361237,4,65,"VPC",1,1
1,2.99176147051467,5,65,"VPC",1,1
1,3.46927151568021,6,65,"VPC",1,1
2,4.00725384101099,1,65,"VP",1,1
2,2.89499384804785,2,65,"VP",1,1
2,3.02403416457845,3,65,"VP",1,1
2,4.95331287251124,4,65,"VPC",1,1
2,4.25682831782933,5,65,"VPC",1,1
2,4.81247167470979,6,65,"VPC",1,1
3,4.26949252124577,1,65,"VP",1,1
3,4.71554349551269,2,65,"VP",1,1
3,3.77133583977613,3,65,"VP",1,1
3,4.03416549556041,4,65,"VPC",1,1
3,2.97178260288109,5,65,"VPC",1,1
3,2.93626014585815,6,65,"VPC",1,1
4,3.10335130207719,1,65,"VP",1,1
4,2.75526500076828,2,65,"VP",1,1
4,3.25839965365807,3,65,"VP",1,1
4,2.81025955679359,4,65,"VPC",1,1
4,2.73377643114389,5,65,"VPC",1,1
4,3.45156982979112,6,65,"VPC",1,1
5,2.82390212512763,1,65,"VP",1,1
5,3.23502325124298,2,65,"VP",1,1
5,2.55602151117692,3,65,"VP",1,1
5,3.6369494127213,4,65,"VPC",1,1
5,2.51445843189738,5,65,"VPC",1,1
5,2.86938797006295,6,65,"VPC",1,1
6,4.11736919145598,1,65,"VP",1,1
6,2.64446928633578,2,65,"VP",1,1
6,4.99867347935497,3,65,"VP",1,1
6,2.89477127696188,4,65,"VPC",1,1
6,3.37286896522873,5,65,"VPC",1,1
6,2.66959581660638,6,65,"VPC",1,1
1,3.3780252323608,1,66,"VP",1,1
1,3.77356734379181,2,66,"VP",1,1
1,3.49288751862806,3,66,"VP",1,1
1,3.36383945197808,4,66,"VPC",1,1
1,2.17508620933203,5,66,"VPC",1,1
1,3.17673459313786,6,66,"VPC",1,1
2,4.39871827464302,1,66,"VP",1,1
2,4.29955774893927,2,66,"VP",1,1
2,3.0522325416615,3,66,"VP",1,1
2,5.00163821649349,4,66,"VPC",1,1
2,4.67898540015621,5,66,"VPC",1,1
2,3.36613097118814,6,66,"VPC",1,1
3,4.2209093398153,1,66,"VP",1,1
3,2.57566456571145,2,66,"VP",1,1
3,2.81052254313686,3,66,"VP",1,1
3,2.70972192444084,4,66,"VPC",1,1
3,4.20333656492739,5,66,"VPC",1,1
3,2.46873444028452,6,66,"VPC",1,1
4,3.03928660151106,1,66,"VP",1,1
4,2.29749496645949,2,66,"VP",1,1
4,2.52955135077261,3,66,"VP",1,1
4,2.19386443391945,4,66,"VPC",1,1
4,3.02234510042239,5,66,"VPC",1,1
4,2.27379490880448,6,66,"VPC",1,1
5,3.88813725198815,1,66,"VP",1,1
5,2.81112107618974,2,66,"VP",1,1
5,5.67139394085146,3,66,"VP",1,1
5,2.75182840550747,4,66,"VPC",1,1
5,4.74453027803477,5,66,"VPC",1,1
5,2.37098091549073,6,66,"VPC",1,1
6,3.50989673450198,1,66,"VP",1,1
6,2.57851943379119,2,66,"VP",1,1
6,3.14340019946078,3,66,"VP",1,1
6,4.32148945812475,4,66,"VPC",1,1
6,2.46090531793871,5,66,"VPC",1,1
6,3.90805095723387,6,66,"VPC",1,1
1,4.97406366028506,1,67,"VP",1,1
1,3.3626443364508,2,67,"VP",1,1
1,3.91815357064246,3,67,"VP",1,1
1,3.45015807158093,4,67,"VPC",1,1
1,3.59479156684396,5,67,"VPC",1,1
1,2.14359582851983,6,67,"VPC",1,1
2,4.10688748919178,1,67,"VP",1,1
2,3.50590496686834,2,67,"VP",1,1
2,2.57893827680212,3,67,"VP",1,1
2,5.08629163941787,4,67,"VPC",1,1
2,3.82504626320734,5,67,"VPC",1,1
2,4.13287782101763,6,67,"VPC",1,1
3,3.1286611785622,1,67,"VP",1,1
3,2.51179234422351,2,67,"VP",1,1
3,3.56182167762188,3,67,"VP",1,1
3,2.56904531081722,4,67,"VPC",1,1
3,2.90840409309146,5,67,"VPC",1,1
3,2.56962909006636,6,67,"VPC",1,1
4,3.03775598595682,1,67,"VP",1,1
4,5.05721509212898,2,67,"VP",1,1
4,3.21467965055958,3,67,"VP",1,1
4,3.19562638409779,4,67,"VPC",1,1
4,3.2692276118749,5,67,"VPC",1,1
4,4.73445667526611,6,67,"VPC",1,1
5,3.16302263885503,1,67,"VP",1,1
5,3.15741227241212,2,67,"VP",1,1
5,3.18903144227916,3,67,"VP",1,1
5,4.40288411350484,4,67,"VPC",1,1
5,3.93549465432173,5,67,"VPC",1,1
5,3.86145338057124,6,67,"VPC",1,1
6,3.45421291343173,1,67,"VP",1,1
6,4.30008275764591,2,67,"VP",1,1
6,2.15007324923088,3,67,"VP",1,1
6,3.36966787377724,4,67,"VPC",1,1
6,3.39848676281028,5,67,"VPC",1,1
6,3.71165233662528,6,67,"VPC",1,1
1,2.48570667688484,1,68,"VP",1,1
1,3.00227970109925,2,68,"VP",1,1
1,2.49208246784839,3,68,"VP",1,1
1,3.21266901466252,4,68,"VPC",1,1
1,2.52608735510451,5,68,"VPC",1,1
1,2.70185699434536,6,68,"VPC",1,1
2,3.63570138915328,1,68,"VP",1,1
2,3.87786991561099,2,68,"VP",1,1
2,2.59290843706531,3,68,"VP",1,1
2,2.96132207149546,4,68,"VPC",1,1
2,3.66157043402854,5,68,"VPC",1,1
2,3.94728417989972,6,68,"VPC",1,1
3,4.18944847410656,1,68,"VP",1,1
3,2.40330264506747,2,68,"VP",1,1
3,3.57149345316427,3,68,"VP",1,1
3,2.42395364548805,4,68,"VPC",1,1
3,4.95048543060743,5,68,"VPC",1,1
3,2.47502729886823,6,68,"VPC",1,1
4,3.93058184000977,1,68,"VP",1,1
4,3.02421384335506,2,68,"VP",1,1
4,3.64124586742144,3,68,"VP",1,1
4,2.22876145056201,4,68,"VPC",1,1
4,2.51338556102087,5,68,"VPC",1,1
4,2.98206151848917,6,68,"VPC",1,1
5,3.94299828131764,1,68,"VP",1,1
5,2.963569390146,2,68,"VP",1,1
5,3.64353470430995,3,68,"VP",1,1
5,2.34061335042583,4,68,"VPC",1,1
5,2.40835223430563,5,68,"VPC",1,1
5,3.23904518940571,6,68,"VPC",1,1
6,4.02186089429791,1,68,"VP",1,1
6,3.97021850700572,2,68,"VP",1,1
6,3.24761692487278,3,68,"VP",1,1
6,2.128353819752,4,68,"VPC",1,1
6,3.18169350219103,5,68,"VPC",1,1
6,4.07010624993477,6,68,"VPC",1,1
1,2.92594844971969,1,69,"VP",1,1
1,4.09275022346318,2,69,"VP",1,1
1,3.33930975207372,3,69,"VP",1,1
1,3.41761051709138,4,69,"VPC",1,1
1,3.05870122812747,5,69,"VPC",1,1
1,3.04217971304848,6,69,"VPC",1,1
2,2.33468189166365,1,69,"VP",1,1
2,3.41596926424499,2,69,"VP",1,1
2,2.28334163679432,3,69,"VP",1,1
2,2.68991893536537,4,69,"VPC",1,1
2,2.23270005188698,5,69,"VPC",1,1
2,2.8607457200503,6,69,"VPC",1,1
3,4.61376655830303,1,69,"VP",1,1
3,2.57781665300162,2,69,"VP",1,1
3,3.45117650803661,3,69,"VP",1,1
3,2.57472228907885,4,69,"VPC",1,1
3,3.57396761922847,5,69,"VPC",1,1
3,2.4294262567652,6,69,"VPC",1,1
4,4.00854397125243,1,69,"VP",1,1
4,3.97285480921359,2,69,"VP",1,1
4,5.35265766930221,3,69,"VP",1,1
4,3.48402035861878,4,69,"VPC",1,1
4,4.03725905721761,5,69,"VPC",1,1
4,4.63562786048151,6,69,"VPC",1,1
5,3.06448981245243,1,69,"VP",1,1
5,2.86423881231067,2,69,"VP",1,1
5,3.06018251105005,3,69,"VP",1,1
5,2.83116689727388,4,69,"VPC",1,1
5,2.89645680474518,5,69,"VPC",1,1
5,3.58511296685723,6,69,"VPC",1,1
6,3.10891582485947,1,69,"VP",1,1
6,5.00616748528495,2,69,"VP",1,1
6,2.31657063482277,3,69,"VP",1,1
6,4.56062451187759,4,69,"VPC",1,1
6,3.12171041924182,5,69,"VPC",1,1
6,3.14106578094587,6,69,"VPC",1,1
1,4.43746969373263,1,70,"VP",1,1
1,3.60130631269522,2,70,"VP",1,1
1,2.5983239964929,3,70,"VP",1,1
1,3.78945834317056,4,70,"VPC",1,1
1,4.40821128483483,5,70,"VPC",1,1
1,2.36769593124454,6,70,"VPC",1,1
2,4.16109566659086,1,70,"VP",1,1
2,4.23932083061948,2,70,"VP",1,1
2,3.93505097865982,3,70,"VP",1,1
2,3.32054393812484,4,70,"VPC",1,1
2,2.45430263809355,5,70,"VPC",1,1
2,3.73032537605263,6,70,"VPC",1,1
3,2.75707833978746,1,70,"VP",1,1
3,2.36077921127064,2,70,"VP",1,1
3,3.1773789461133,3,70,"VP",1,1
3,2.79759705326704,4,70,"VPC",1,1
3,3.89662185019178,5,70,"VPC",1,1
3,2.99770140849332,6,70,"VPC",1,1
4,2.98704804379437,1,70,"VP",1,1
4,3.81011204079412,2,70,"VP",1,1
4,3.14074162726748,3,70,"VP",1,1
4,2.81844190416439,4,70,"VPC",1,1
4,2.8472912569116,5,70,"VPC",1,1
4,3.79402076901043,6,70,"VPC",1,1
5,2.43165725231978,1,70,"VP",1,1
5,4.13156850179146,2,70,"VP",1,1
5,2.51754014171729,3,70,"VP",1,1
5,2.27525199116499,4,70,"VPC",1,1
5,2.57889130079133,5,70,"VPC",1,1
5,4.0107765978122,6,70,"VPC",1,1
6,3.85307787890324,1,70,"VP",1,1
6,4.71167348833144,2,70,"VP",1,1
6,3.17886497761865,3,70,"VP",1,1
6,3.48179379862543,4,70,"VPC",1,1
6,2.68136328960736,5,70,"VPC",1,1
6,3.86045619503175,6,70,"VPC",1,1
1,2.08051163827119,1,71,"VP",1,1
1,3.04221412228695,2,71,"VP",1,1
1,2.76107388579467,3,71,"VP",1,1
1,5.27480175080683,4,71,"VPC",1,1
1,2.82469641059867,5,71,"VPC",1,1
1,4.86386223043013,6,71,"VPC",1,1
2,3.84298238520152,1,71,"VP",1,1
2,2.54982221125862,2,71,"VP",1,1
2,4.63181557638006,3,71,"VP",1,1
2,3.15643422403822,4,71,"VPC",1,1
2,3.55665850828196,5,71,"VPC",1,1
2,2.79553466086488,6,71,"VPC",1,1
3,2.888197749487,1,71,"VP",1,1
3,3.36204059767648,2,71,"VP",1,1
3,3.52446778935984,3,71,"VP",1,1
3,2.98010068297218,4,71,"VPC",1,1
3,3.24762000555137,5,71,"VPC",1,1
3,3.1153632045472,6,71,"VPC",1,1
4,2.69412644692271,1,71,"VP",1,1
4,3.86869490191286,2,71,"VP",1,1
4,3.43467477127065,3,71,"VP",1,1
4,4.52033828225269,4,71,"VPC",1,1
4,4.04586689100262,5,71,"VPC",1,1
4,2.83878299109975,6,71,"VPC",1,1
5,2.88788113231812,1,71,"VP",1,1
5,2.94776329681776,2,71,"VP",1,1
5,3.8513308404662,3,71,"VP",1,1
5,2.96225468429925,4,71,"VPC",1,1
5,4.08055069994189,5,71,"VPC",1,1
5,2.95895652480113,6,71,"VPC",1,1
6,4.05693264060278,1,71,"VP",1,1
6,4.14013092946304,2,71,"VP",1,1
6,3.51300795555513,3,71,"VP",1,1
6,4.01751312789498,4,71,"VPC",1,1
6,4.79603818411961,5,71,"VPC",1,1
6,5.34211409482208,6,71,"VPC",1,1
1,3.37637208438514,1,72,"VP",1,1
1,3.36004464481477,2,72,"VP",1,1
1,3.0621010526975,3,72,"VP",1,1
1,2.62607534983803,4,72,"VPC",1,1
1,2.58690195604661,5,72,"VPC",1,1
1,3.28244756632329,6,72,"VPC",1,1
2,3.02582049433338,1,72,"VP",1,1
2,3.64259691180215,2,72,"VP",1,1
2,2.8826444657971,3,72,"VP",1,1
2,2.55712381267416,4,72,"VPC",1,1
2,2.38749187955039,5,72,"VPC",1,1
2,4.06070513370427,6,72,"VPC",1,1
3,4.70676710766137,1,72,"VP",1,1
3,4.02476954225428,2,72,"VP",1,1
3,4.91508516948034,3,72,"VP",1,1
3,3.0168380814809,4,72,"VPC",1,1
3,2.6826925409675,5,72,"VPC",1,1
3,3.0771084352469,6,72,"VPC",1,1
4,2.0782726105653,1,72,"VP",1,1
4,2.99698445722952,2,72,"VP",1,1
4,3.76934438147581,3,72,"VP",1,1
4,2.63967999164299,4,72,"VPC",1,1
4,3.72110526968013,5,72,"VPC",1,1
4,3.08227455835633,6,72,"VPC",1,1
5,2.83577270925594,1,72,"VP",1,1
5,4.88431521823416,2,72,"VP",1,1
5,2.58802006397722,3,72,"VP",1,1
5,3.80401187389255,4,72,"VPC",1,1
5,2.77825857302397,5,72,"VPC",1,1
5,3.44043758504714,6,72,"VPC",1,1
6,3.59085534084928,1,72,"VP",1,1
6,2.82528659837142,2,72,"VP",1,1
6,4.47012855976777,3,72,"VP",1,1
6,2.97259480231409,4,72,"VPC",1,1
6,3.45873283420307,5,72,"VPC",1,1
6,2.63378520877246,6,72,"VPC",1,1
1,3.01730563323544,1,73,"VP",1,1
1,3.16094378433152,2,73,"VP",1,1
1,3.5731908488722,3,73,"VP",1,1
1,3.25884623043155,4,73,"VPC",1,1
1,3.67385457969628,5,73,"VPC",1,1
1,2.78085454255297,6,73,"VPC",1,1
2,3.59709107679601,1,73,"VP",1,1
2,4.3065239225532,2,73,"VP",1,1
2,3.17334117205454,3,73,"VP",1,1
2,3.26510746620011,4,73,"VPC",1,1
2,2.53283392138493,5,73,"VPC",1,1
2,3.97932545620778,6,73,"VPC",1,1
3,3.41789091830072,1,73,"VP",1,1
3,3.14224507593629,2,73,"VP",1,1
3,2.26237394574635,3,73,"VP",1,1
3,2.88474715474866,4,73,"VPC",1,1
3,3.16969063507718,5,73,"VPC",1,1
3,2.50798009971363,6,73,"VPC",1,1
4,2.62453322178025,1,73,"VP",1,1
4,2.78574246572815,2,73,"VP",1,1
4,4.76377251668545,3,73,"VP",1,1
4,3.50728183734729,4,73,"VPC",1,1
4,4.69348039965516,5,73,"VPC",1,1
4,3.57678301624074,6,73,"VPC",1,1
5,3.17710040765162,1,73,"VP",1,1
5,3.06353462015601,2,73,"VP",1,1
5,4.3917493329562,3,73,"VP",1,1
5,4.54873669297882,4,73,"VPC",1,1
5,4.66898288187773,5,73,"VPC",1,1
5,3.74605452193072,6,73,"VPC",1,1
6,2.54882050021164,1,73,"VP",1,1
6,2.76115628836159,2,73,"VP",1,1
6,2.1741863214304,3,73,"VP",1,1
6,2.52046501489199,4,73,"VPC",1,1
6,2.53744816496718,5,73,"VPC",1,1
6,2.80549593440514,6,73,"VPC",1,1
1,3.63881055753446,1,74,"VP",1,1
1,3.63320501762017,2,74,"VP",1,1
1,3.40297913086505,3,74,"VP",1,1
1,2.34405953136928,4,74,"VPC",1,1
1,2.8052401514524,5,74,"VPC",1,1
1,3.96926240330792,6,74,"VPC",1,1
2,4.03502625904311,1,74,"VP",1,1
2,2.76446822018107,2,74,"VP",1,1
2,4.0769899104362,3,74,"VP",1,1
2,2.60437984895861,4,74,"VPC",1,1
2,2.87940104500252,5,74,"VPC",1,1
2,2.69902696713581,6,74,"VPC",1,1
3,3.03761828224459,1,74,"VP",1,1
3,2.62198058022339,2,74,"VP",1,1
3,2.19163768101221,3,74,"VP",1,1
3,2.67007292751266,4,74,"VPC",1,1
3,2.94210879442829,5,74,"VPC",1,1
3,2.52325950674602,6,74,"VPC",1,1
4,3.17974302703251,1,74,"VP",1,1
4,4.1871234264182,2,74,"VP",1,1
4,3.7979617363798,3,74,"VP",1,1
4,4.19793496512831,4,74,"VPC",1,1
4,3.46547936262142,5,74,"VPC",1,1
4,2.3992406588931,6,74,"VPC",1,1
5,5.31989526315075,1,74,"VP",1,1
5,5.43509204633629,2,74,"VP",1,1
5,3.34029512666223,3,74,"VP",1,1
5,4.72005759098964,4,74,"VPC",1,1
5,4.69556696046501,5,74,"VPC",1,1
5,3.57703791354481,6,74,"VPC",1,1
6,4.06027387291725,1,74,"VP",1,1
6,2.04765218629742,2,74,"VP",1,1
6,6.19749889195908,3,74,"VP",1,1
6,2.04173999510573,4,74,"VPC",1,1
6,5.08443881617338,5,74,"VPC",1,1
6,2.01327465167641,6,74,"VPC",1,1
1,3.18313306080517,1,75,"VP",1,1
1,2.67555093944332,2,75,"VP",1,1
1,3.24680628402546,3,75,"VP",1,1
1,3.57900856860124,4,75,"VPC",1,1
1,2.5516859803726,5,75,"VPC",1,1
1,3.3651959359541,6,75,"VPC",1,1
2,2.83394097972786,1,75,"VP",1,1
2,3.60998068958269,2,75,"VP",1,1
2,3.6192864321336,3,75,"VP",1,1
2,4.08210543313034,4,75,"VPC",1,1
2,3.71677374876935,5,75,"VPC",1,1
2,2.80037248837052,6,75,"VPC",1,1
3,2.80531370208352,1,75,"VP",1,1
3,3.86819725763565,2,75,"VP",1,1
3,3.27381722350449,3,75,"VP",1,1
3,3.62705570559851,4,75,"VPC",1,1
3,2.58597578563818,5,75,"VPC",1,1
3,3.0722425148604,6,75,"VPC",1,1
4,3.36832196709136,1,75,"VP",1,1
4,4.82808325162276,2,75,"VP",1,1
4,3.93221857888273,3,75,"VP",1,1
4,3.94212005484391,4,75,"VPC",1,1
4,3.284357994322,5,75,"VPC",1,1
4,5.86520194787192,6,75,"VPC",1,1
5,3.66984467150414,1,75,"VP",1,1
5,3.95394768008009,2,75,"VP",1,1
5,3.21409860850127,3,75,"VP",1,1
5,4.56457220658356,4,75,"VPC",1,1
5,3.02455481953875,5,75,"VPC",1,1
5,2.95357080722877,6,75,"VPC",1,1
6,3.36177677099912,1,75,"VP",1,1
6,3.68345303372696,2,75,"VP",1,1
6,5.55756993386083,3,75,"VP",1,1
6,3.43318209707113,4,75,"VPC",1,1
6,5.10396447760785,5,75,"VPC",1,1
6,3.05575850561169,6,75,"VPC",1,1
1,2.8461627667665,1,76,"VP",1,1
1,3.08838335967146,2,76,"VP",1,1
1,3.65371196325573,3,76,"VP",1,1
1,3.65853850959325,4,76,"VPC",1,1
1,2.91869924539522,5,76,"VPC",1,1
1,3.05252357142979,6,76,"VPC",1,1
2,3.83964061673298,1,76,"VP",1,1
2,2.05933146273459,2,76,"VP",1,1
2,2.44098119330857,3,76,"VP",1,1
2,2.10813639710037,4,76,"VPC",1,1
2,3.79471015018645,5,76,"VPC",1,1
2,2.10596285899739,6,76,"VPC",1,1
3,4.2688834616429,1,76,"VP",1,1
3,4.17484400028547,2,76,"VP",1,1
3,3.92364623686594,3,76,"VP",1,1
3,2.70623891742542,4,76,"VPC",1,1
3,2.88824716484613,5,76,"VPC",1,1
3,4.6404632866924,6,76,"VPC",1,1
4,3.50231719105765,1,76,"VP",1,1
4,2.78233805656552,2,76,"VP",1,1
4,2.23374094328598,3,76,"VP",1,1
4,2.60509333506452,4,76,"VPC",1,1
4,3.71896872458995,5,76,"VPC",1,1
4,2.65727561578047,6,76,"VPC",1,1
5,4.63767828122927,1,76,"VP",1,1
5,2.21982884811265,2,76,"VP",1,1
5,3.09289840834874,3,76,"VP",1,1
5,2.21629032313695,4,76,"VPC",1,1
5,4.06524458772989,5,76,"VPC",1,1
5,2.24116970381598,6,76,"VPC",1,1
6,2.49292962679253,1,76,"VP",1,1
6,6.05056747628569,2,76,"VP",1,1
6,2.75371936427745,3,76,"VP",1,1
6,5.05168505010482,4,76,"VPC",1,1
6,2.73392519509191,5,76,"VPC",1,1
6,3.84413005970325,6,76,"VPC",1,1
1,2.71027070417316,1,77,"VP",1,1
1,4.16790301496931,2,77,"VP",1,1
1,2.76474817554218,3,77,"VP",1,1
1,3.20159910854194,4,77,"VPC",1,1
1,2.94383360407314,5,77,"VPC",1,1
1,3.54224498944883,6,77,"VPC",1,1
2,3.46171156760272,1,77,"VP",1,1
2,2.95931473996007,2,77,"VP",1,1
2,2.94977298865156,3,77,"VP",1,1
2,2.95416087155297,4,77,"VPC",1,1
2,4.26924865760868,5,77,"VPC",1,1
2,3.1702113279938,6,77,"VPC",1,1
3,2.19947631943153,1,77,"VP",1,1
3,3.51896971567635,2,77,"VP",1,1
3,2.24641576827073,3,77,"VP",1,1
3,3.27415732175723,4,77,"VPC",1,1
3,2.25493527139219,5,77,"VPC",1,1
3,3.13886532688935,6,77,"VPC",1,1
4,3.1846772775814,1,77,"VP",1,1
4,5.10637072813984,2,77,"VP",1,1
4,3.06992759171263,3,77,"VP",1,1
4,4.5579640323474,4,77,"VPC",1,1
4,3.74949382292578,5,77,"VPC",1,1
4,3.09252451111934,6,77,"VPC",1,1
5,3.7993216624568,1,77,"VP",1,1
5,2.77044130431403,2,77,"VP",1,1
5,3.79108837005587,3,77,"VP",1,1
5,3.55709936414017,4,77,"VPC",1,1
5,2.84697700561966,5,77,"VPC",1,1
5,4.27777368415165,6,77,"VPC",1,1
6,3.34768633162292,1,77,"VP",1,1
6,2.60590283900238,2,77,"VP",1,1
6,2.92014495270266,3,77,"VP",1,1
6,2.96790031785647,4,77,"VPC",1,1
6,3.78260289622099,5,77,"VPC",1,1
6,2.66365045493301,6,77,"VPC",1,1
1,4.27830327516191,1,78,"VP",1,1
1,4.63720263162292,2,78,"VP",1,1
1,4.65364804815598,3,78,"VP",1,1
1,2.70133204400856,4,78,"VPC",1,1
1,3.24030400969415,5,78,"VPC",1,1
1,4.1623462951025,6,78,"VPC",1,1
2,3.681834997988,1,78,"VP",1,1
2,2.81413999188397,2,78,"VP",1,1
2,3.12409828778775,3,78,"VP",1,1
2,3.29990392461207,4,78,"VPC",1,1
2,3.46644033563526,5,78,"VPC",1,1
2,3.31240964021027,6,78,"VPC",1,1
3,3.57057181111399,1,78,"VP",1,1
3,4.26312013242435,2,78,"VP",1,1
3,3.80365497655127,3,78,"VP",1,1
3,3.36648233619293,4,78,"VPC",1,1
3,4.49858412340037,5,78,"VPC",1,1
3,3.30443182358785,6,78,"VPC",1,1
4,4.58764767311012,1,78,"VP",1,1
4,2.5372863328423,2,78,"VP",1,1
4,4.18687739012756,3,78,"VP",1,1
4,2.4932860304716,4,78,"VPC",1,1
4,5.77833817888474,5,78,"VPC",1,1
4,2.55112385717096,6,78,"VPC",1,1
5,3.17551124838373,1,78,"VP",1,1
5,2.71708608082003,2,78,"VP",1,1
5,4.71619374777923,3,78,"VP",1,1
5,3.51248617910987,4,78,"VPC",1,1
5,5.26310672406101,5,78,"VPC",1,1
5,3.58910093607095,6,78,"VPC",1,1
6,3.10669592880725,1,78,"VP",1,1
6,3.36312818916898,2,78,"VP",1,1
6,3.32601916112136,3,78,"VP",1,1
6,3.66390476225473,4,78,"VPC",1,1
6,2.89896894363736,5,78,"VPC",1,1
6,2.73974393117386,6,78,"VPC",1,1
1,2.98609281698422,1,79,"VP",1,1
1,2.81102705484263,2,79,"VP",1,1
1,2.95132160501828,3,79,"VP",1,1
1,3.28938716782265,4,79,"VPC",1,1
1,2.22489706152957,5,79,"VPC",1,1
1,3.11201748623514,6,79,"VPC",1,1
2,3.04476646452078,1,79,"VP",1,1
2,2.31554074485522,2,79,"VP",1,1
2,3.82289318477516,3,79,"VP",1,1
2,2.56954764441664,4,79,"VPC",1,1
2,2.94028789704579,5,79,"VPC",1,1
2,2.58026760746538,6,79,"VPC",1,1
3,3.36237236087367,1,79,"VP",1,1
3,3.13283573290567,2,79,"VP",1,1
3,3.23095354562138,3,79,"VP",1,1
3,2.50258558658797,4,79,"VPC",1,1
3,4.04090379161429,5,79,"VPC",1,1
3,3.31374943941048,6,79,"VPC",1,1
4,3.51093186195316,1,79,"VP",1,1
4,3.30664630950359,2,79,"VP",1,1
4,3.32281464478708,3,79,"VP",1,1
4,3.02078178862801,4,79,"VPC",1,1
4,3.11275823426964,5,79,"VPC",1,1
4,3.071404965652,6,79,"VPC",1,1
5,2.95054305441335,1,79,"VP",1,1
5,4.09981647771227,2,79,"VP",1,1
5,3.57999981334932,3,79,"VP",1,1
5,3.44303252048308,4,79,"VPC",1,1
5,3.49130780968726,5,79,"VPC",1,1
5,3.21645344859846,6,79,"VPC",1,1
6,2.61692183214686,1,79,"VP",1,1
6,3.10874821748273,2,79,"VP",1,1
6,2.61121506509981,3,79,"VP",1,1
6,2.2948466873332,4,79,"VPC",1,1
6,2.61798000328367,5,79,"VPC",1,1
6,2.83824264611038,6,79,"VPC",1,1
1,3.12115753780666,1,80,"VP",1,1
1,2.88106595023421,2,80,"VP",1,1
1,4.54257690974807,3,80,"VP",1,1
1,3.0891085601777,4,80,"VPC",1,1
1,5.00601888668635,5,80,"VPC",1,1
1,3.49472122980094,6,80,"VPC",1,1
2,2.58087965124205,1,80,"VP",1,1
2,3.45216677000286,2,80,"VP",1,1
2,2.48303588589714,3,80,"VP",1,1
2,3.56519627183901,4,80,"VPC",1,1
2,2.55024659430466,5,80,"VPC",1,1
